subject_id,copy_number,fusion_fission,mitophagy,heterogeneity,metabolism_>_carbohydrate_metabolism_>_tca_cycle,metabolism_>_metals_and_cofactors_>_copper_metabolism,metabolism_>_metals_and_cofactors_>_fe_s_containing_proteins,mitochondrial_dynamics_and_surveillance,mitochondrial_dynamics_and_surveillance_>_cristae_formation,mitochondrial_dynamics_and_surveillance_>_fission,mitochondrial_dynamics_and_surveillance_>_fusion,mitochondrial_dynamics_and_surveillance_>_organelle_contact_sites,oxphos_>_complex_i_>_ci_subunits,oxphos_>_complex_ii_>_cii_subunits,oxphos_>_complex_iv_>_civ_subunits,oxphos_>_complex_v_>_cv_subunits,oxphos_>_oxphos_subunits,protein_import,signaling_>_calcium_homeostasis_>_calcium_cycle,signaling_>_calcium_homeostasis_>_mitochondrial_permeability_transition_pore,small_molecule_transport,small_molecule_transport_>_slc25a_family,sorting_and_homeostasis_>_protein_homeostasis_>_chaperones,sorting_and_homeostasis_>_protein_import_and_sorting_>_tom,MHI,disease_mode
CID3963,0.0,-0.2829142,-0.28574693,0.7610527158134799,,,,,,,,,,,,,,,,,,,,,0.1876559486025133,invasive ductal breast carcinoma
CID4040,0.0,0.18389547,0.23312692,0.8036108733239176,,,,,,,,,,,,,,,,,,,,,0.3788393837850307,invasive ductal breast carcinoma
CID4066,0.0,-0.08223478,-0.1729484,0.9052395777339508,,,,,,,,,,,,,,,,,,,,,0.2761593082900032,invasive ductal breast carcinoma
CID4067,0.0,-0.11381911,-0.30325276,0.6413653812148639,,,,,,,,,,,,,,,,,,,,,0.1949166660231767,invasive ductal breast carcinoma
CID4290A,0.0,0.046695884,-0.22083049,0.6103946945395088,,,,,,,,,,,,,,,,,,,,,0.2351871108305927,invasive ductal breast carcinoma
CID4398,0.0,-0.50831556,-0.45097995,0.6105617634332589,,,,,,,,,,,,,,,,,,,,,0.0909594953859478,invasive ductal breast carcinoma
CID44041,0.0,-0.31134284,-0.25904816,0.8536907286099812,,,,,,,,,,,,,,,,,,,,,0.2049545485646769,invasive ductal breast carcinoma
CID4461,0.0,-0.4430241,-0.44571084,0.8183258361337592,,,,,,,,,,,,,,,,,,,,,0.1394918978407829,invasive ductal breast carcinoma
CID4463,0.0,0.4539124,0.24808891,0.7423484930994303,,,,,,,,,,,,,,,,,,,,,0.4236611289313636,invasive ductal breast carcinoma
CID4465,0.0,-0.4600475,-0.5533406,0.937828484960733,,,,,,,,,,,,,,,,,,,,,0.1518546306902398,invasive ductal breast carcinoma
CID4471,0.0,-0.0404564,-0.06163476,0.8129048935566496,,,,,,,,,,,,,,,,,,,,,0.285150640900325,invasive lobular breast carcinoma
CID4495,0.0,0.007454287,0.0032983923,0.9999999994757144,,,,,,,,,,,,,,,,,,,,,0.3317082279147656,invasive ductal breast carcinoma
CID44971,0.0,0.049626578,0.03705468,0.9458027532451624,,,,,,,,,,,,,,,,,,,,,0.3459756497748361,invasive ductal breast carcinoma
CID44991,0.0,0.21561322,0.14692576,0.6265748937031138,,,,,,,,,,,,,,,,,,,,,0.3352187078387866,invasive ductal breast carcinoma
CID4513,0.0,0.3077438,0.24115235,0.8580285326382479,,,,,,,,,,,,,,,,,,,,,0.4160596088971188,breast carcinoma
CID4515,0.0,0.7197842,0.64318055,0.8026691425773651,,,,,,,,,,,,,,,,,,,,,0.5567278285926787,invasive ductal breast carcinoma
CID45171,0.0,0.18622164,0.3248598,0.746731074247925,,,,,,,,,,,,,,,,,,,,,0.3836034891759201,invasive ductal breast carcinoma
CID4523,0.0,0.6664574,1.4838685,0.5223873866181192,,,,,,,,,,,,,,,,,,,,,0.5463112131356023,breast carcinoma
CID4530N,0.0,0.8007258,0.7616393,0.7242520273464023,,,,,,,,,,,,,,,,,,,,,0.5704306462007154,invasive ductal breast carcinoma
CID4535,0.0,0.8196246,1.1393067,0.6915883714944133,,,,,,,,,,,,,,,,,,,,,0.5999796663796083,invasive lobular breast carcinoma
HTAPP-225,0.0,-0.20142005,-0.4666665,0.6526161644003794,,,,,,,,,,,,,,,,,,,,,0.1516153588265014,breast cancer
HTAPP-425,0.0,0.22987758,0.18635684,0.6425237368195592,,,,,,,,,,,,,,,,,,,,,0.348003720172662,breast cancer
HTAPP-783,0.0,0.0732401,0.123783536,0.5480648011460622,,,,,,,,,,,,,,,,,,,,,0.2868751725075781,breast cancer
HTAPP-806,0.0,-0.0011177708,-0.3064676,0.3423612456201738,,,,,,,,,,,,,,,,,,,,,0.157456417431282,breast cancer
HTAPP-862,0.0,0.19234386,-0.30483797,0.1782841413332882,,,,,,,,,,,,,,,,,,,,,0.1664750823118598,breast cancer
MS13451QE_Bruno_Lyden_831brain_B,,,,,0.0,0.0011497955448093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011497955448093,0.0,0.0,0.0011497955448093,0.0,0.0,0.0,
MS13451QE_Bruno_Lyden_BXPC3pacreatic_A,,,,,0.0,0.0002757634085057,0.0,0.0,0.0,0.0,0.0,0.0002461854499769,0.0,0.0,0.0,0.0011965514949279,0.0011965514949279,5.164804750509924e-05,0.0002757634085057,0.0002461854499769,0.0002461854499769,0.0002757634085057,5.164804750509924e-05,0.0,0.0,
MS13451QE_Bruno_Lyden_BXPC3pacreatic_B,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002733091345887,0.0,0.0,0.0,0.0003613027922084,0.0003613027922084,0.0001038653965333,0.0,0.0002733091345887,0.0002733091345887,0.0,0.0001038653965333,0.0,0.0,
MS13451QE_Bruno_Lyden_BXPC3pacreatic_C,,,,,0.0001023439570402,0.0001575273689149,0.0,0.0,0.0,0.0,0.0,0.000325256199522,0.0,0.0001023439570402,0.0,0.0007194010574708,0.000821745014511,7.45538640916269e-05,0.0001575273689149,0.000325256199522,0.000325256199522,0.0001575273689149,7.45538640916269e-05,0.0,0.0,
MS13451QE_Bruno_Lyden_BXPC3pacreatic_C_repeat,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004205558194678,0.0,0.0,0.0,0.0008393358224755,0.0008393358224755,9.547390557936628e-05,0.0,0.0004205558194678,0.0004205558194678,0.0,9.547390557936628e-05,0.0,0.0,
MS13451QE_Bruno_Lyden_HPAF2pacreatic_A,,,,,0.000390046036343,0.0003286738469268,0.0,0.0,0.0,0.0,0.0,0.0011368017690633,0.0,0.000390046036343,7.342307961047497e-05,0.0034187060148988,0.0038821751308524,0.0004246676242106,0.0003286738469268,0.0011368017690633,0.0011368017690633,0.0003286738469268,0.0004246676242106,0.0,0.0,
MS13451QE_Bruno_Lyden_HPAF2pacreatic_B,,,,,0.0005094837049199,0.000941242524131,0.0,0.0,0.0,0.0,0.0,0.0008215165163463,0.0,0.0005094837049199,2.8794104872204243e-05,0.0031932732487485,0.0037315510585407,0.0004318935109698,0.000941242524131,0.0008215165163463,0.0008215165163463,0.000941242524131,0.0004318935109698,0.0,0.0,
MS13451QE_Bruno_Lyden_HPAF2pacreatic_C,,,,,0.0006867103478852,0.0003464752821028,0.0,0.0,0.0,0.0,0.0,0.0010201391967017,0.0,0.0006867103478852,0.0,0.003198723044881,0.0038854333927663,0.0004408979253345,0.0003464752821028,0.0010201391967017,0.0010201391967017,0.0003464752821028,0.0004408979253345,0.0,0.0,
MS13451QE_Bruno_Lyden_S137025lymph_B,,,,,0.0,0.0,0.0,0.0,0.0,0.0001357102592181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13451QE_Bruno_Lyden_S137025lymph_C,,,,,0.0,0.0,0.0,0.0,0.0,0.0002547909877783,0.0,0.0,0.0,0.0,0.0,8.376707196758177e-05,8.376707196758177e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13451QE_Bruno_Lyden_SNU16gastric_A,,,,,0.0001560178785536,0.0,0.0,0.0,0.0,5.229119792082757e-05,0.0,0.0,0.0,0.0001560178785536,0.0,0.0011465367416626,0.0013025546202163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13451QE_Bruno_Lyden_SNU16gastric_B,,,,,0.0001265286165527,0.0,0.0,0.0,0.0,0.0002118728745034,0.0,0.0,0.0,0.0001265286165527,0.0,0.0012265068917486,0.0013530355083014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13451QE_Bruno_Lyden_SNU16gastric_C,,,,,0.0,0.0,0.0,0.0,0.0,3.562695011741985e-05,0.0,0.0,0.0,0.0,0.0,0.0016036049351719,0.0016036049351719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13451QE_Bruno_Lyden_SNU1gastric_A,,,,,0.0014614482664116,0.0002723787695439,9.43634671916832e-05,0.0,0.0,0.0,0.0,0.0006461298841092,9.43634671916832e-05,0.0014614482664116,2.6609147263671295e-05,0.003478167750677,0.0050605886315439,0.0006468915769954,0.0002723787695439,0.0006461298841092,0.0006461298841092,0.0002723787695439,0.0006468915769954,0.0,0.0,
MS13451QE_Bruno_Lyden_SNU1gastric_B,,,,,0.001518246354579,6.867543783487197e-05,6.961997140554742e-05,6.0512124588933584e-05,0.0,0.0,0.0,0.0005208589993672,0.0001752593782618,0.001518246354579,4.352724583543145e-05,0.0045877284309109,0.0063247614095873,0.0006181752840836,6.867543783487197e-05,0.0005208589993672,0.0005208589993672,6.867543783487197e-05,0.0005576631594947,6.0512124588933584e-05,0.0,
MS13451QE_Bruno_Lyden_SNU1gastric_C,,,,,0.0019121158781909,0.0002299639983443,0.0002296964616004,0.0,0.0,0.0,0.0,0.0006202406551264,0.0003484830366618,0.0019121158781909,2.380816263904323e-05,0.0033723840994795,0.0056567911769713,0.0005903552884387,0.0002299639983443,0.0006202406551264,0.0006202406551264,0.0002299639983443,0.0005903552884387,0.0,0.0,
MS13511QE_Bruno_Lyden_143B_A,,,,,0.0,0.0,0.0,0.0,0.0,2.50190459532987e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13512QE_Bruno_Lyden_IMR5_A,,,,,0.0,0.0,0.0,0.0,0.0,5.922723183645199e-05,0.0,0.0,0.0,0.0,0.0,2.92166132578504e-05,2.92166132578504e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13512QE_Bruno_Lyden_IMR5_B,,,,,0.0,0.0,0.0,0.0,0.0,4.776858501811267e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13512QE_Bruno_Lyden_IMR5_C,,,,,0.0,0.0,0.0,0.0,0.0,3.669910659776693e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13512QE_Bruno_Lyden_SKNBe2_A,,,,,0.0,0.0,0.0,0.0,0.0,2.3270376513817448e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13512QE_Bruno_Lyden_SKNBe2_B,,,,,0.0,0.0,0.0,0.0,0.0,2.3822472297848163e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13512QE_Bruno_Lyden_SKNBe2_C,,,,,0.0,0.0,0.0,0.0,0.0,1.4192557541920691e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13546QE_Bruno_Lyden_1118_A,,,,,3.041938582667977e-05,4.4536287679728585e-05,0.0,0.0,0.0,0.0,0.0,3.061234737620878e-05,0.0,3.041938582667977e-05,0.0,0.0001931761024507,0.0002235954882774,5.320912460261226e-05,4.4536287679728585e-05,3.061234737620878e-05,3.061234737620878e-05,4.4536287679728585e-05,5.320912460261226e-05,0.0,0.0,
MS13546QE_Bruno_Lyden_H1650_A,,,,,0.0,0.0001859071312098,0.0,0.0,0.0,0.0,0.0,4.1554369363921355e-05,0.0,0.0,0.0,8.351418580378122e-05,8.351418580378122e-05,0.0,0.0001859071312098,4.1554369363921355e-05,4.1554369363921355e-05,0.0001859071312098,0.0,0.0,0.0,
MS13546QE_Bruno_Lyden_H1975_A,,,,,6.270030208302641e-06,0.0,0.0,0.0,0.0,3.515712346912835e-06,0.0,2.7261922996619475e-05,0.0,6.270030208302641e-06,0.0,0.0001837105913753,0.0001899806215836,0.0,0.0,2.7261922996619475e-05,2.7261922996619475e-05,0.0,0.0,0.0,0.0,
MS13546QE_Bruno_Lyden_H292_A,,,,,9.037362354554307e-06,1.443970914868775e-05,0.0,0.0,0.0,1.964344375118252e-06,0.0,3.690665046704289e-05,0.0,9.037362354554307e-06,0.0,2.690747843365049e-05,3.59448407882048e-05,0.0,1.443970914868775e-05,3.690665046704289e-05,3.690665046704289e-05,1.443970914868775e-05,0.0,0.0,0.0,
MS13546QE_Bruno_Lyden_Pc9_A,,,,,2.5101327027410847e-05,0.0,0.0,0.0,0.0,1.5472203373108576e-05,0.0,1.7148827949700433e-05,0.0,2.5101327027410847e-05,0.0,0.0001127976653765,0.0001378989924039,0.0,0.0,1.7148827949700433e-05,1.7148827949700433e-05,0.0,0.0,0.0,0.0,
MS13618QE_Bruno_Lyden_9609,,,,,0.0,0.0,0.0,0.0,0.0,4.849551500391317e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13638QE_Bruno_Lyden_SKBr-3,,,,,0.0,0.0,0.0,0.0,0.0,2.6607262108625665e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13666QE_Bruno_Lyden_4173,,,,,0.0,0.0,0.0,0.0,0.0,6.111775570812365e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS13666QE_Bruno_Lyden_4180,,,,,2.2949648100553547e-05,3.886178936391989e-05,0.0,0.0,0.0,2.6592495790777572e-05,0.0,0.0,0.0,2.2949648100553547e-05,0.0,0.0,2.2949648100553547e-05,0.0,3.886178936391989e-05,0.0,0.0,3.886178936391989e-05,0.0,0.0,0.0,
MS141005QE_Bruno_Lyden_MPNST,,,,,0.0,0.0,0.0,0.0,0.0,8.43961218834643e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS141005QE_Bruno_Lyden_MPNST_repeat,,,,,0.0,0.0,0.0,0.0,0.0,6.707706409387343e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS141031QE_Bruno_Lyden_H2228,,,,,8.010624427802982e-05,0.0001697105855951,0.0,0.0,0.0,1.8460600472952116e-05,0.0,0.0001037422018539,0.0,8.010624427802982e-05,0.0,0.0001605675032125,0.0002406737474905,2.3622377780278336e-06,0.0001697105855951,0.0001037422018539,0.0001037422018539,0.0001697105855951,2.3622377780278336e-06,0.0,0.0,
MS141031QE_Bruno_Lyden_H358,,,,,0.0,0.0,0.0,0.0,0.0,3.4544704453197397e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS141032QE_Bruno_Lyden_UVEALmelanoma,,,,,2.380255460991914e-05,8.88596829487609e-06,0.0,0.0,0.0,7.470988796538405e-06,0.0,4.6662789625346664e-05,0.0,2.380255460991914e-05,0.0,0.0001470413963925,0.0001708439510024,2.52035278497892e-05,8.88596829487609e-06,4.6662789625346664e-05,4.6662789625346664e-05,8.88596829487609e-06,2.52035278497892e-05,0.0,0.0,
MS141056QE_Hector_Lyden_10,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0620649317324415e-05,2.7109635528940357e-05,4.773028484626477e-05,4.938535029803315e-06,0.0,0.0,0.0,0.0,4.938535029803315e-06,0.0,0.0,
MS141056QE_Hector_Lyden_2,,,,,5.3882072698590126e-05,3.323903478174928e-05,0.0,0.0,0.0,0.0,0.0,1.7716170946967124e-05,0.0,5.3882072698590126e-05,3.0616945344708255e-05,0.0001093133943267,0.00019381241237,1.6883967562686656e-05,3.323903478174928e-05,1.7716170946967124e-05,1.7716170946967124e-05,3.323903478174928e-05,1.6883967562686656e-05,0.0,0.0,
MS141056QE_Hector_Lyden_5,,,,,4.366704152135485e-06,5.3000171439674415e-05,0.0,0.0,0.0,2.3267029260843964e-05,0.0,0.0,0.0,4.366704152135485e-06,2.9572260344236916e-05,3.244237488369238e-05,6.638133938006478e-05,1.4477191401753896e-05,5.3000171439674415e-05,0.0,0.0,5.3000171439674415e-05,1.4477191401753896e-05,0.0,0.0,
MS141056QE_Hector_Lyden_7,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.126947942364804e-06,4.126947942364804e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS141056QE_Hector_Lyden_9,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.61156108208695e-05,0.0,0.0,0.0,1.560373190149998e-05,1.560373190149998e-05,0.0,0.0,2.61156108208695e-05,2.61156108208695e-05,0.0,0.0,0.0,0.0,
MS141070QE_Bruno_Lyden_M2,,,,,2.9583204265461087e-05,0.0,0.0,0.0,0.0,3.379249576223167e-05,0.0,0.0,0.0,2.9583204265461087e-05,0.0,8.955660357810587e-05,0.0001191398078435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS141070QE_Bruno_Lyden_M9,,,,,7.11750545587226e-05,0.0,0.0,0.0,0.0,9.078418821659666e-05,0.0,0.0,0.0,7.11750545587226e-05,0.0,0.0001994290290065,0.0002706040835652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS141075QE_Bruno_Lyden_SAOS-LM7,,,,,0.0,0.0,0.0,0.0,0.0,6.580397256570975e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS141162QE_Bruno_Lyden_DU145,,,,,0.0,0.0,0.0,0.0,0.0,5.3440424607283026e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS141162QE_Bruno_Lyden_PC3,,,,,0.0,0.0,0.0,0.0,0.0,5.906426555098106e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS141285QE_Hector_Lyden_VCAP,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9516703555652858e-05,2.9516703555652858e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MS141285QE_Hector_Lyden_VCAP_repeat,,,,,0.0,0.0,0.0,0.0,0.0,4.198429306760653e-05,0.0,0.0,0.0,0.0,0.0,2.2491547534412075e-05,2.2491547534412075e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
